prefecture,date,city,location,longitude,latitude
山梨県,2024-10-01,富士川町,十谷,138.388962,35.516708
神奈川県,2024-10-01,南足柄市,沼田,139.125504,35.291317
静岡県,2024-10-02,富士宮市,内房,138.541122,35.189018
山梨県,2024-10-02,市川三郷町,中山,138.554306,35.545818
静岡県,2024-10-04,浜松市天竜区,水窪町奥領,137.816238,34.872578
山梨県,2024-10-05,北杜市,長坂町渋沢,138.384155,35.809971
山梨県,2024-10-06,身延町,大島,138.46286,35.324627
山梨県,2024-10-07,南アルプス市,高尾,138.409454,35.625397
静岡県,2024-10-08,川根本町,東藤川,138.164124,35.104942
神奈川県,2024-10-08,清川村,煤ケ谷,139.262299,35.484276
山梨県,2024-10-09,上野原市,四方津,139.07814,35.613949
山梨県,2024-10-10,身延町,大島,138.46286,35.324627
山梨県,2024-10-10,上野原市,四方津,139.07814,35.613949
山梨県,2024-10-11,上野原市,秋山,139.067337,35.568935
山梨県,2024-10-12,忍野村,内野,138.870392,35.461575
山梨県,2024-10-12,都留市,上谷,138.904388,35.550793
山梨県,2024-10-12,上野原市,秋山,139.067337,35.568935
山梨県,2024-10-14,身延町,北川,138.499924,35.466507
山梨県,2024-10-15,身延町,八日市場,138.433258,35.450836
山梨県,2024-10-15,富士河口湖町,河口,138.779053,35.543289
山梨県,2024-10-15,都留市,田野倉,138.938126,35.591908
山梨県,2024-10-16,身延町,下田原,138.453384,35.460567
神奈川県,2024-10-16,伊勢原市,大山,139.246063,35.42717
山梨県,2024-10-17,富士河口湖町,精進,138.626358,35.481388
神奈川県,2024-10-19,松田町,寄,139.124084,35.405666
神奈川県,2024-10-19,清川村,煤ケ谷,139.262299,35.484276
神奈川県,2024-10-21,秦野市,羽根,139.204025,35.400909
山梨県,2024-10-21,富士河口湖町,西湖,138.685104,35.503521
山梨県,2024-10-21,上野原市,諏訪,139.108612,35.63028
山梨県,2024-10-21,早川町,保地内,138.296951,35.43084
山梨県,2024-10-21,南部町,大和,138.455124,35.273815
山梨県,2024-10-22,山中湖村,平野,138.891769,35.424641
山梨県,2024-10-22,富士河口湖町,河口,138.779053,35.543289
山梨県,2024-10-23,上野原市,鶴島,139.116623,35.602837
山梨県,2024-10-23,甲府市,善光寺町,138.598938,35.680481
山梨県,2024-10-23,身延町,常葉,138.491684,35.437622
山梨県,2024-10-23,北杜市,白州町大坊,138.316772,35.774014
山梨県,2024-10-23,北杜市,白州町鳥原,138.223312,35.804619
神奈川県,2024-10-25,秦野市,南矢名,139.250107,35.373379
山梨県,2024-10-25,大月市,猿橋町藤崎,138.992645,35.598221
神奈川県,2024-10-25,松田町,松田庶子,139.127533,35.35981
神奈川県,2024-10-27,山北町,向原,139.103058,35.359695
神奈川県,2024-10-27,秦野市,南矢名,139.250107,35.373379
神奈川県,2024-10-27,秦野市,南矢名,139.250107,35.373379
神奈川県,2024-10-28,山北町,山市場,139.040955,35.395065
神奈川県,2024-10-29,秦野市,曽屋,139.238983,35.371437
神奈川県,2024-10-29,,,,
神奈川県,2024-10-31,厚木市,岡津古久,139.31398,35.427296
神奈川県,2024-10-31,,有害鳥獣捕獲用のくくり罠に錯誤で捕獲。同日中に丹沢山地奥山に放,,
神奈川県,2024-10-31,秦野市,菩提,139.199066,35.411545
神奈川県,2024-10-31,秦野市,戸川,139.174454,35.419914
山梨県,2024-10-31,富士吉田市,新西原,138.790726,35.481773
山梨県,2024-10-31,南部町,内船,138.477905,35.285686
山梨県,2024-10-31,小菅村,山沢,138.940277,35.760277
静岡県,2024-11-01,川根本町,東藤川,138.164124,35.104942
山梨県,2024-11-01,南部町,万沢,138.504929,35.204254
神奈川県,2024-11-01,松田町,松田庶子,139.127533,35.35981
山梨県,2024-11-02,上野原市,西原,139.015167,35.702133
山梨県,2024-11-03,身延町,下部,138.481827,35.417171
山梨県,2024-11-04,富士河口湖町,精進,138.626358,35.481388
山梨県,2024-11-04,中央市,大鳥居,138.550262,35.56319
山梨県,2024-11-04,市川三郷町,上野,138.522003,35.560444
山梨県,2024-11-04,身延町,常葉,138.491684,35.437622
山梨県,2024-11-04,身延町,常葉,138.491684,35.437622
山梨県,2024-11-04,山中湖村,山中,138.847412,35.427853
神奈川県,2024-11-04,,有害鳥獣捕獲用のくくり罠に錯誤で捕獲。同日中に丹沢山地奥山に放,,
山梨県,2024-11-04,上野原市,棡原,139.085815,35.672298
静岡県,2024-11-05,静岡市清水区,吉原,138.447311,35.085388
山梨県,2024-11-05,上野原市,桑久保,139.062805,35.643929
神奈川県,2024-11-06,秦野市,菩提,139.199066,35.411545
神奈川県,2024-11-06,秦野市,横野,139.179199,35.417397
山梨県,2024-11-06,早川町,千須和,138.379913,35.426331
神奈川県,2024-11-07,清川村,煤ケ谷,139.262299,35.484276
神奈川県,2024-11-07,秦野市,菩提,139.199066,35.411545
神奈川県,2024-11-07,清川村,煤ケ谷,139.262299,35.484276
神奈川県,2024-11-09,,,,
山梨県,2024-11-10,富士河口湖町,河口,138.779053,35.543289
山梨県,2024-11-11,小菅村,栗山,138.940277,35.760277
神奈川県,2024-11-12,山北町,向原,139.103058,35.359695
山梨県,2024-11-13,大月市,七保町奈良子,138.917099,35.673138
神奈川県,2024-11-14,伊勢原市,大山,139.246063,35.42717
神奈川県,2024-11-14,松田町,松田庶子,139.127533,35.35981
神奈川県,2024-11-14,伊勢原市,子易,139.27034,35.417934
山梨県,2024-11-14,早川町,保地内,138.296951,35.43084
山梨県,2024-11-14,大月市,賑岡町浅利,138.928986,35.623737
神奈川県,2024-11-15,山北町,皆瀬川,139.063675,35.37212
神奈川県,2024-11-15,山北町,皆瀬川,139.063675,35.37212
山梨県,2024-11-17,市川三郷町,垈地内,138.537537,35.52935
山梨県,2024-11-18,南アルプス市,上市之瀬,138.392929,35.599277
神奈川県,2024-11-18,山北町,皆瀬川,139.063675,35.37212
神奈川県,2024-11-18,松田町,寄,139.124084,35.405666
山梨県,2024-11-20,富士河口湖町,河口,138.779053,35.543289
神奈川県,2024-11-21,松田町,寄,139.124084,35.405666
神奈川県,2024-11-21,松田町,寄,139.124084,35.405666
山梨県,2024-11-21,忍野村,内野,138.870392,35.461575
山梨県,2024-11-22,富士河口湖町,西湖,138.685104,35.503521
山梨県,2024-11-23,笛吹市,八代町大間田,138.620529,35.621449
神奈川県,2024-11-23,山北町,神縄,139.045959,35.402622
神奈川県,2024-11-23,山北町,神縄,139.045959,35.402622
山梨県,2024-11-23,北杜市,白州町白須,138.267776,35.79528
神奈川県,2024-11-24,山北町,山北,139.081055,35.361237
山梨県,2024-11-25,大月市,賑岡町強瀬,138.949844,35.618004
山梨県,2024-11-26,甲州市,塩山福生里,138.746979,35.747131
山梨県,2024-11-27,中央市,浅利,138.543396,35.581455
山梨県,2024-11-28,笛吹市,八代町大間田,138.620529,35.621449
山梨県,2024-11-29,忍野村,忍草区,138.847885,35.460052
山梨県,2024-11-29,富士河口湖町,河口,138.779053,35.543289
山梨県,2024-11-30,身延町,波高島,138.464462,35.420071
神奈川県,2024-11-30,秦野市,菩提,139.199066,35.411545
静岡県,2024-12-04,静岡市清水区,由比阿僧,138.547302,35.117634
神奈川県,2024-12-05,愛川町,半原,139.264832,35.529568
山梨県,2024-12-06,笛吹市,御坂町藤野木,138.773087,35.581715
神奈川県,2024-12-12,松田町,松田惣領,139.144409,35.353275
山梨県,2024-12-17,富士河口湖町,西湖,138.685104,35.503521
山梨県,2024-12-23,上野原市,鶴島,139.116623,35.602837
